"REF_DATE","GEO","DGUID","Electric power, components","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-12","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","21523439","","","","0"
"2023-01","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","22423335","","","","0"
"2023-02","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","20351367","","","","0"
"2023-03","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","20124646","","","","0"
"2023-04","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","15733150","","","","0"
"2023-05","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","14696384","","","","0"
"2023-06","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","14010825","","","","0"
"2023-07","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","14156929","","","","0"
"2023-08","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","13191215","","","","0"
"2023-09","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","13400979","","","","0"
"2023-10","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","13668183","","","","0"
"2023-11","Quebec","2016A000224","Total generation","Megawatt hours","210","units","0","v44159097","6.1","16136002","","","","0"
"2022-01","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","25839325","","","","0"
"2022-02","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","21890451","","","","0"
"2022-03","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","21228287","","","","0"
"2022-04","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","17514950","","","","0"
"2022-05","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15099751","","","","0"
"2022-06","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14437748","","","","0"
"2022-07","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14849936","","","","0"
"2022-08","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15068395","","","","0"
"2022-09","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14290227","","","","0"
"2022-10","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15408765","","","","0"
"2022-11","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","17881166","","","","0"
"2022-12","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","21380792","","","","0"
"2023-01","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","22695765","","","","0"
"2023-02","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","21295362","","","","0"
"2023-03","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","20501070","","","","0"
"2023-04","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","16563179","","","","0"
"2023-05","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15286596","","","","0"
"2023-06","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14411035","","","","0"
"2023-07","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15062781","","","","0"
"2023-08","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14380558","","","","0"
"2023-09","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","14563138","","","","0"
"2023-10","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","15244058","","","","0"
"2023-11","Quebec","2016A000224","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159105","6.17","18782951","","","","0"
"2022-01","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","15064546","","","","0"
"2022-02","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12870018","","","","0"
"2022-03","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12841072","","","","0"
"2022-04","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","11962539","","","","0"
"2022-05","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12187819","","","","0"
"2022-06","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12553692","","","","0"
"2022-07","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","13598644","","","","0"
"2022-08","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","13697276","","","","0"
"2022-09","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","11743151","","","","0"
"2022-10","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","11130312","","","","0"
"2022-11","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12020051","","","","0"
"2022-12","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","13763978","","","","0"
"2023-01","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","13927959","","","","0"
"2023-02","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12585604","","","","0"
"2023-03","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12504587","","","","0"
"2023-04","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12066261","","","","0"
"2023-05","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12659909","","","","0"
"2023-06","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12668643","","","","0"
"2023-07","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","14115984","","","","0"
"2023-08","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","13402075","","","","0"
"2023-09","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12061732","","","","0"
"2023-10","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","12348840","","","","0"
"2023-11","Ontario","2016A000235","Total generation","Megawatt hours","210","units","0","v44159114","7.1","13515277","","","","0"
"2022-01","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","13360681","","","","0"
"2022-02","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","11683200","","","","0"
"2022-03","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","12102639","","","","0"
"2022-04","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","10717875","","","","0"
"2022-05","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","11064296","","","","0"
"2022-06","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","11279592","","","","0"
"2022-07","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","12662939","","","","0"
"2022-08","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","12987686","","","","0"
"2022-09","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","10972180","","","","0"
"2022-10","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","10641029","","","","0"
"2022-11","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","11629937","","","","0"
"2022-12","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","12890152","","","","0"
"2023-01","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","12915010","","","","0"
"2023-02","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","11605133","","","","0"
"2023-03","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","12143783","","","","0"
"2023-04","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","10813550","","","","0"
"2023-05","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","10989014","","","","0"
"2023-06","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","11449270","","","","0"
"2023-07","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","13148956","","","","0"
"2023-08","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","12441503","","","","0"
"2023-09","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","11407506","","","","0"
"2023-10","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","11422274","","","","0"
"2023-11","Ontario","2016A000235","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159121","7.17","12093483","","","","0"
"2022-01","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","2390705","","","","0"
"2022-02","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","2350125","","","","0"
"2022-03","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","2732451","","","","0"
"2022-04","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","2557335","","","","0"
"2022-05","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3190652","","","","0"
"2022-06","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3475563","","","","0"
"2022-07","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3700030","","","","0"
"2022-08","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3796921","","","","0"
"2022-09","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3279479","","","","0"
"2022-10","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3384762","","","","0"
"2022-11","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3301226","","","","0"
"2022-12","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3678694","","","","0"
"2023-01","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3674261","","","","0"
"2023-02","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3172599","","","","0"
"2023-03","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3255548","","","","0"
"2023-04","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3004881","","","","0"
"2023-05","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","3313430","","","","0"
"2023-06","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","2894329","","","","0"
"2023-07","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","2893319","","","","0"
"2023-08","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","2621426","","","","0"
"2023-09","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","2157038","","","","0"
"2023-10","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","1841403","","","","0"
"2023-11","Manitoba","2016A000246","Total generation","Megawatt hours","210","units","0","v44159130","8.1","1972959","","","","0"
"2022-01","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2917343","","","","0"
"2022-02","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2644092","","","","0"
"2022-03","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2463401","","","","0"
"2022-04","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2168371","","","","0"
"2022-05","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1962270","","","","0"
"2022-06","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1937717","","","","0"
"2022-07","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2041077","","","","0"
"2022-08","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2054341","","","","0"
"2022-09","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1875244","","","","0"
"2022-10","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2101416","","","","0"
"2022-11","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2403109","","","","0"
"2022-12","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2876953","","","","0"
"2023-01","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2828703","","","","0"
"2023-02","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2555023","","","","0"
"2023-03","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2622577","","","","0"
"2023-04","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2123802","","","","0"
"2023-05","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1900269","","","","0"
"2023-06","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1954075","","","","0"
"2023-07","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1896873","","","","0"
"2023-08","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1882603","","","","0"
"2023-09","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1744014","","","","0"
"2023-10","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","1883566","","","","0"
"2023-11","Manitoba","2016A000246","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159138","8.17","2189819","","","","0"
"2022-01","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2321320","","","","0"
"2022-02","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2002032","","","","0"
"2022-03","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2026421","","","","0"
"2022-04","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1853165","","","","0"
"2022-05","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1908915","","","","0"
"2022-06","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1823239","","","","0"
"2022-07","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2032696","","","","0"
"2022-08","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2048551","","","","0"
"2022-09","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1879169","","","","0"
"2022-10","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1975788","","","","0"
"2022-11","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2132385","","","","0"
"2022-12","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2278342","","","","0"
"2023-01","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2300218","","","","0"
"2023-02","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2067491","","","","0"
"2023-03","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2271668","","","","0"
"2023-04","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2019863","","","","0"
"2023-05","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1986742","","","","0"
"2023-06","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1914240","","","","0"
"2023-07","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2017310","","","","0"
"2023-08","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2021576","","","","0"
"2023-09","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1892219","","","","0"
"2023-10","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","1978746","","","","0"
"2023-11","Saskatchewan","2016A000247","Total generation","Megawatt hours","210","units","0","v44159147","9.1","2083089","","","","0"
"2022-01","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2361940","","","","0"
"2022-02","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2032740","","","","0"
"2022-03","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2053769","","","","0"
"2022-04","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","1869556","","","","0"
"2022-05","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","1916345","","","","0"
"2022-06","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","1894470","","","","0"
"2022-07","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2076647","","","","0"
"2022-08","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2063730","","","","0"
"2022-09","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","1915509","","","","0"
"2022-10","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2002209","","","","0"
"2022-11","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2251481","","","","0"
"2022-12","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2420983","","","","0"
"2023-01","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2361511","","","","0"
"2023-02","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2122519","","","","0"
"2023-03","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2337711","","","","0"
"2023-04","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2071462","","","","0"
"2023-05","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2014434","","","","0"
"2023-06","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","1973535","","","","0"
"2023-07","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2067133","","","","0"
"2023-08","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2097205","","","","0"
"2023-09","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","1892052","","","","0"
"2023-10","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","1979795","","","","0"
"2023-11","Saskatchewan","2016A000247","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159155","9.17","2199838","","","","0"
"2022-01","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6496975","","","","0"
"2022-02","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","5554266","","","","0"
"2022-03","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","5939857","","","","0"
"2022-04","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","5633719","","","","0"
"2022-05","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","5941011","","","","0"
"2022-06","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","5531953","","","","0"
"2022-07","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6214221","","","","0"
"2022-08","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6394312","","","","0"
"2022-09","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6464272","","","","0"
"2022-10","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6635396","","","","0"
"2022-11","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6937333","","","","0"
"2022-12","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","7214626","","","","0"
"2023-01","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","7216818","","","","0"
"2023-02","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","5975435","","","","0"
"2023-03","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6181927","","","","0"
"2023-04","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6030834","","","","0"
"2023-05","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","5809942","","","","0"
"2023-06","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","5747932","","","","0"
"2023-07","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6625233","","","","0"
"2023-08","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6527172","","","","0"
"2023-09","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6202782","","","","0"
"2023-10","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","6658168","","","","0"
"2023-11","Alberta","2016A000248","Total generation","Megawatt hours","210","units","0","v44159009","10.1","7089647","","","","0"
"2022-01","Alberta","2016A000248","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159015","10.17","6879472","","","","0"
"2022-02","Alberta","2016A000248","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159015","10.17","5952095","","","","0"
"2022-03","Alberta","2016A000248","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159015","10.17","6424649","","","","0"
"2022-04","Alberta","2016A000248","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159015","10.17","6069621","","","","0"
"2022-05","Alberta","2016A000248","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159015","10.17","6285126","","","","0"
"2022-06","Alberta","2016A000248","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159015","10.17","5997900","","","","0"
"2022-07","Alberta","2016A000248","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159015","10.17","6742750","","","","0"
"2022-08","Alberta","2016A000248","Total electricity available for use within specific geographic border","Megawatt hours","210","units","0","v44159015","10.17","6783590","","","","0"
