"REF_DATE","GEO","VALUE"
"2023-06","Manitoba",2198507
"2023-07","Manitoba",2194497
"2023-08","Manitoba",2232767
"2023-09","Manitoba",2255147
"2023-10","Manitoba",2264883
"2023-11","Manitoba",2270681
"2022-01","Manitoba",2090269
"2022-02","Manitoba",2144870
"2022-03","Manitoba",2161744
"2022-04","Manitoba",2083495
"2022-05","Manitoba",2229843
"2022-06","Manitoba",2214811
"2022-07","Manitoba",2210276
"2022-08","Manitoba",2231006
"2022-09","Manitoba",2209132
"2022-10","Manitoba",2260312
"2022-11","Manitoba",2288205
"2022-12","Manitoba",2275146
"2023-01","Manitoba",2369089
"2023-02","Manitoba",2234486
"2023-03","Manitoba",2215969
"2023-04","Manitoba",2224585
"2023-05","Manitoba",2273037
"2023-06","Manitoba",2198507
"2023-07","Manitoba",2194497
"2023-08","Manitoba",2230959
"2023-09","Manitoba",2252106
"2023-10","Manitoba",2262529
"2023-11","Manitoba",NA
"2022-01","Manitoba",2090269
"2022-02","Manitoba",2144870
"2022-03","Manitoba",2161744
"2022-04","Manitoba",2083495
"2022-05","Manitoba",2229843
"2022-06","Manitoba",2214811
"2022-07","Manitoba",2210276
"2022-08","Manitoba",2231006
"2022-09","Manitoba",2209132
"2022-10","Manitoba",2260312
"2022-11","Manitoba",2288205
"2022-12","Manitoba",2275146
"2023-01","Manitoba",2369089
"2023-02","Manitoba",2234486
"2023-03","Manitoba",2215969
"2023-04","Manitoba",2224585
"2023-05","Manitoba",2273037
"2023-06","Manitoba",2198507
"2023-07","Manitoba",2195423
"2023-08","Manitoba",2232034
"2023-09","Manitoba",2259798
"2023-10","Manitoba",NA
"2023-11","Manitoba",NA
"2022-01","Manitoba",2090269
"2022-02","Manitoba",2144870
"2022-03","Manitoba",2161744
"2022-04","Manitoba",2083495
"2022-05","Manitoba",2229843
"2022-06","Manitoba",2214811
"2022-07","Manitoba",2210276
"2022-08","Manitoba",2231006
"2022-09","Manitoba",2209132
"2022-10","Manitoba",2260312
"2022-11","Manitoba",2288205
"2022-12","Manitoba",2275146
"2023-01","Manitoba",2369089
"2023-02","Manitoba",2234486
"2023-03","Manitoba",2215969
"2023-04","Manitoba",2224585
"2023-05","Manitoba",2273037
"2023-06","Manitoba",2194478
"2023-07","Manitoba",2192417
"2023-08","Manitoba",2227979
"2023-09","Manitoba",NA
"2023-10","Manitoba",NA
"2023-11","Manitoba",NA
"2022-01","Manitoba",2090269
"2022-02","Manitoba",2144870
"2022-03","Manitoba",2161744
"2022-04","Manitoba",2083495
"2022-05","Manitoba",2229843
"2022-06","Manitoba",2214811
"2022-07","Manitoba",2210276
"2022-08","Manitoba",2231006
"2022-09","Manitoba",2209132
"2022-10","Manitoba",2260312
"2022-11","Manitoba",2288205
"2022-12","Manitoba",2275146
"2023-01","Manitoba",2369089
"2023-02","Manitoba",2234486
"2023-03","Manitoba",2215969
"2023-04","Manitoba",2224585
"2023-05","Manitoba",2271799
"2023-06","Manitoba",2188531
"2023-07","Manitoba",2187098
"2023-08","Manitoba",NA
"2023-09","Manitoba",NA
"2023-10","Manitoba",NA
"2023-11","Manitoba",NA
"2022-01","Saskatchewan",2016840
"2022-02","Saskatchewan",2049255
"2022-03","Saskatchewan",2024775
"2022-04","Saskatchewan",2048833
"2022-05","Saskatchewan",2070236
"2022-06","Saskatchewan",2110529
"2022-07","Saskatchewan",2069413
"2022-08","Saskatchewan",2110437
"2022-09","Saskatchewan",2119847
"2022-10","Saskatchewan",2172581
"2022-11","Saskatchewan",2160407
"2022-12","Saskatchewan",2140771
"2023-01","Saskatchewan",2197969
"2023-02","Saskatchewan",2097761
"2023-03","Saskatchewan",2059956
"2023-04","Saskatchewan",2074041
"2023-05","Saskatchewan",2018136
"2023-06","Saskatchewan",2058633
"2023-07","Saskatchewan",2084568
"2023-08","Saskatchewan",2088913
"2023-09","Saskatchewan",2148877
"2023-10","Saskatchewan",2166388
"2023-11","Saskatchewan",2118073
"2022-01","Saskatchewan",2016840
"2022-02","Saskatchewan",2049255
"2022-03","Saskatchewan",2024775
"2022-04","Saskatchewan",2048833
"2022-05","Saskatchewan",2070236
"2022-06","Saskatchewan",2110529
"2022-07","Saskatchewan",2069413
"2022-08","Saskatchewan",2110437
"2022-09","Saskatchewan",2119847
"2022-10","Saskatchewan",2172581
"2022-11","Saskatchewan",2160407
"2022-12","Saskatchewan",2140771
"2023-01","Saskatchewan",2197969
"2023-02","Saskatchewan",2097761
"2023-03","Saskatchewan",2059956
"2023-04","Saskatchewan",2074041
"2023-05","Saskatchewan",2018136
"2023-06","Saskatchewan",2058633
"2023-07","Saskatchewan",2084568
"2023-08","Saskatchewan",2094363
"2023-09","Saskatchewan",2157172
"2023-10","Saskatchewan",2195419
"2023-11","Saskatchewan",NA
"2022-01","Saskatchewan",2016840
"2022-02","Saskatchewan",2049255
"2022-03","Saskatchewan",2024775
"2022-04","Saskatchewan",2048833
"2022-05","Saskatchewan",2070236
"2022-06","Saskatchewan",2110529
"2022-07","Saskatchewan",2069413
"2022-08","Saskatchewan",2110437
"2022-09","Saskatchewan",2119847
"2022-10","Saskatchewan",2172581
"2022-11","Saskatchewan",2160407
"2022-12","Saskatchewan",2140771
"2023-01","Saskatchewan",2197969
"2023-02","Saskatchewan",2097761
"2023-03","Saskatchewan",2059956
"2023-04","Saskatchewan",2074041
"2023-05","Saskatchewan",2018136
"2023-06","Saskatchewan",2058633
"2023-07","Saskatchewan",2078142
"2023-08","Saskatchewan",2086328
"2023-09","Saskatchewan",2148086
"2023-10","Saskatchewan",NA
"2023-11","Saskatchewan",NA
"2022-01","Saskatchewan",2016840
"2022-02","Saskatchewan",2049255
"2022-03","Saskatchewan",2024775
"2022-04","Saskatchewan",2048833
"2022-05","Saskatchewan",2070236
"2022-06","Saskatchewan",2110529
"2022-07","Saskatchewan",2069413
"2022-08","Saskatchewan",2110437
"2022-09","Saskatchewan",2119847
"2022-10","Saskatchewan",2172581
"2022-11","Saskatchewan",2160407
"2022-12","Saskatchewan",2140771
"2023-01","Saskatchewan",2197969
"2023-02","Saskatchewan",2097761
"2023-03","Saskatchewan",2059956
"2023-04","Saskatchewan",2074041
"2023-05","Saskatchewan",2018136
"2023-06","Saskatchewan",2053774
"2023-07","Saskatchewan",2071252
"2023-08","Saskatchewan",2070707
"2023-09","Saskatchewan",NA
"2023-10","Saskatchewan",NA
"2023-11","Saskatchewan",NA
"2022-01","Saskatchewan",2016840
"2022-02","Saskatchewan",2049255
"2022-03","Saskatchewan",2024775
"2022-04","Saskatchewan",2048833
"2022-05","Saskatchewan",2070236
"2022-06","Saskatchewan",2110529
"2022-07","Saskatchewan",2069413
"2022-08","Saskatchewan",2110437
"2022-09","Saskatchewan",2119847
"2022-10","Saskatchewan",2172581
"2022-11","Saskatchewan",2160407
"2022-12","Saskatchewan",2140771
"2023-01","Saskatchewan",2197969
"2023-02","Saskatchewan",2097761
"2023-03","Saskatchewan",2059956
"2023-04","Saskatchewan",2074041
"2023-05","Saskatchewan",2016760
"2023-06","Saskatchewan",2051783
"2023-07","Saskatchewan",2067424
"2023-08","Saskatchewan",NA
"2023-09","Saskatchewan",NA
"2023-10","Saskatchewan",NA
"2023-11","Saskatchewan",NA
"2022-01","Alberta",7679581
"2022-02","Alberta",7794531
"2022-03","Alberta",7969592
"2022-04","Alberta",7989056
"2022-05","Alberta",8305570
"2022-06","Alberta",8121051
"2022-07","Alberta",8302778
"2022-08","Alberta",8312320
"2022-09","Alberta",8205353
"2022-10","Alberta",8335571
"2022-11","Alberta",8360709
"2022-12","Alberta",8431294
"2023-01","Alberta",8663913
"2023-02","Alberta",8488163
"2023-03","Alberta",8384050
"2023-04","Alberta",8442229
"2023-05","Alberta",8570667
"2023-06","Alberta",8446955
"2023-07","Alberta",8414745
"2023-08","Alberta",8473136
"2023-09","Alberta",8541074
"2023-10","Alberta",8520714
"2023-11","Alberta",8571128
"2022-01","Alberta",7679581
"2022-02","Alberta",7794531
"2022-03","Alberta",7969592
"2022-04","Alberta",7989056
"2022-05","Alberta",8305570
"2022-06","Alberta",8121051
"2022-07","Alberta",8302778
"2022-08","Alberta",8312320
"2022-09","Alberta",8205353
"2022-10","Alberta",8335571
"2022-11","Alberta",8360709
"2022-12","Alberta",8431294
"2023-01","Alberta",8663913
"2023-02","Alberta",8488163
"2023-03","Alberta",8384050
"2023-04","Alberta",8442229
"2023-05","Alberta",8570667
"2023-06","Alberta",8446955
"2023-07","Alberta",8414745
"2023-08","Alberta",8476730
"2023-09","Alberta",8543536
"2023-10","Alberta",8528698
"2023-11","Alberta",NA
"2022-01","Alberta",7679581
"2022-02","Alberta",7794531
"2022-03","Alberta",7969592
"2022-04","Alberta",7989056
"2022-05","Alberta",8305570
"2022-06","Alberta",8121051
"2022-07","Alberta",8302778
"2022-08","Alberta",8312320
"2022-09","Alberta",8205353
"2022-10","Alberta",8335571
"2022-11","Alberta",8360709
"2022-12","Alberta",8431294
"2023-01","Alberta",8663913
"2023-02","Alberta",8488163
"2023-03","Alberta",8384050
"2023-04","Alberta",8442229
"2023-05","Alberta",8570667
"2023-06","Alberta",8446955
"2023-07","Alberta",8418222
"2023-08","Alberta",8481577
"2023-09","Alberta",8559673
"2023-10","Alberta",NA
"2023-11","Alberta",NA
"2022-01","Alberta",7679581
"2022-02","Alberta",7794531
"2022-03","Alberta",7969592
"2022-04","Alberta",7989056
"2022-05","Alberta",8305570
"2022-06","Alberta",8121051
"2022-07","Alberta",8302778
"2022-08","Alberta",8312320
"2022-09","Alberta",8205353
"2022-10","Alberta",8335571
"2022-11","Alberta",8360709
"2022-12","Alberta",8431294
"2023-01","Alberta",8663913
"2023-02","Alberta",8488163
"2023-03","Alberta",8384050
"2023-04","Alberta",8442229
"2023-05","Alberta",8570667
"2023-06","Alberta",8454973
"2023-07","Alberta",8427117
"2023-08","Alberta",8502377
"2023-09","Alberta",NA
"2023-10","Alberta",NA
"2023-11","Alberta",NA
"2022-01","Alberta",7679581
"2022-02","Alberta",7794531
"2022-03","Alberta",7969592
"2022-04","Alberta",7989056
"2022-05","Alberta",8305570
"2022-06","Alberta",8121051
"2022-07","Alberta",8302778
"2022-08","Alberta",8312320
"2022-09","Alberta",8205353
"2022-10","Alberta",8335571
"2022-11","Alberta",8360709
"2022-12","Alberta",8431294
"2023-01","Alberta",8663913
"2023-02","Alberta",8488163
"2023-03","Alberta",8384050
"2023-04","Alberta",8442229
"2023-05","Alberta",8568365
"2023-06","Alberta",8449633
"2023-07","Alberta",8415576
"2023-08","Alberta",NA
"2023-09","Alberta",NA
"2023-10","Alberta",NA
"2023-11","Alberta",NA
"2022-01","British Columbia",8827284
"2022-02","British Columbia",8832092
"2022-03","British Columbia",8840646
"2022-04","British Columbia",8959229
"2022-05","British Columbia",9079182
"2022-06","British Columbia",9078781
"2022-07","British Columbia",9041067
"2022-08","British Columbia",9144939
"2022-09","British Columbia",8978529
"2022-10","British Columbia",9054851
"2022-11","British Columbia",9092190
"2022-12","British Columbia",8960346
"2023-01","British Columbia",9115422
"2023-02","British Columbia",8823549
"2023-03","British Columbia",8907392
"2023-04","British Columbia",8993988
"2023-05","British Columbia",9312942
"2023-06","British Columbia",8996690
"2023-07","British Columbia",9117044
"2023-08","British Columbia",9032222
"2023-09","British Columbia",9085736
"2023-10","British Columbia",9113650
"2023-11","British Columbia",9178536
"2022-01","British Columbia",8827284
"2022-02","British Columbia",8832092
"2022-03","British Columbia",8840646
"2022-04","British Columbia",8959229
"2022-05","British Columbia",9079182
"2022-06","British Columbia",9078781
"2022-07","British Columbia",9041067
"2022-08","British Columbia",9144939
"2022-09","British Columbia",8978529
"2022-10","British Columbia",9054851
"2022-11","British Columbia",9092190
"2022-12","British Columbia",8960346
"2023-01","British Columbia",9115422
"2023-02","British Columbia",8823549
"2023-03","British Columbia",8907392
"2023-04","British Columbia",8993988
"2023-05","British Columbia",9312942
"2023-06","British Columbia",8996690
"2023-07","British Columbia",9117044
"2023-08","British Columbia",9025914
"2023-09","British Columbia",9073748
"2023-10","British Columbia",9118442
"2023-11","British Columbia",NA
"2022-01","British Columbia",8827284
"2022-02","British Columbia",8832092
"2022-03","British Columbia",8840646
"2022-04","British Columbia",8959229
"2022-05","British Columbia",9079182
"2022-06","British Columbia",9078781
"2022-07","British Columbia",9041067
"2022-08","British Columbia",9144939
"2022-09","British Columbia",8978529
"2022-10","British Columbia",9054851
"2022-11","British Columbia",9092190
"2022-12","British Columbia",8960346
"2023-01","British Columbia",9115422
"2023-02","British Columbia",8823549
"2023-03","British Columbia",8907392
"2023-04","British Columbia",8993988
"2023-05","British Columbia",9312942
"2023-06","British Columbia",8996690
"2023-07","British Columbia",9113592
"2023-08","British Columbia",9020529
"2023-09","British Columbia",9060815
"2023-10","British Columbia",NA
"2023-11","British Columbia",NA
"2022-01","British Columbia",8827284
"2022-02","British Columbia",8832092
"2022-03","British Columbia",8840646
"2022-04","British Columbia",8959229
"2022-05","British Columbia",9079182
"2022-06","British Columbia",9078781
"2022-07","British Columbia",9041067
"2022-08","British Columbia",9144939
"2022-09","British Columbia",8978529
"2022-10","British Columbia",9054851
"2022-11","British Columbia",9092190
"2022-12","British Columbia",8960346
"2023-01","British Columbia",9115422
"2023-02","British Columbia",8823549
"2023-03","British Columbia",8907392
"2023-04","British Columbia",8993988
"2023-05","British Columbia",9312942
"2023-06","British Columbia",8991103
"2023-07","British Columbia",9114160
"2023-08","British Columbia",9009999
"2023-09","British Columbia",NA
"2023-10","British Columbia",NA
"2023-11","British Columbia",NA
"2022-01","British Columbia",8827284
"2022-02","British Columbia",8832092
"2022-03","British Columbia",8840646
"2022-04","British Columbia",8959229
"2022-05","British Columbia",9079182
"2022-06","British Columbia",9078781
"2022-07","British Columbia",9041067
"2022-08","British Columbia",9144939
"2022-09","British Columbia",8978529
"2022-10","British Columbia",9054851
"2022-11","British Columbia",9092190
"2022-12","British Columbia",8960346
"2023-01","British Columbia",9115422
"2023-02","British Columbia",8823549
"2023-03","British Columbia",8907392
"2023-04","British Columbia",8993988
"2023-05","British Columbia",9316743
"2023-06","British Columbia",9017583
"2023-07","British Columbia",9146657
"2023-08","British Columbia",NA
"2023-09","British Columbia",NA
"2023-10","British Columbia",NA
"2023-11","British Columbia",NA
"2022-01","Yukon",86483
"2022-02","Yukon",86471
"2022-03","Yukon",88760
"2022-04","Yukon",88900
"2022-05","Yukon",91332
"2022-06","Yukon",97515
"2022-07","Yukon",92718
"2022-08","Yukon",92845
"2022-09","Yukon",89043
"2022-10","Yukon",90847
"2022-11","Yukon",90625
"2022-12","Yukon",89672
"2023-01","Yukon",96548
"2023-02","Yukon",94197
"2023-03","Yukon",92233
"2023-04","Yukon",94491
"2023-05","Yukon",96369
"2023-06","Yukon",98876
"2023-07","Yukon",106350
"2023-08","Yukon",104170
"2023-09","Yukon",97656
"2023-10","Yukon",94973
"2023-11","Yukon",97695
"2022-01","Yukon",86483
"2022-02","Yukon",86471
"2022-03","Yukon",88760
"2022-04","Yukon",88900
"2022-05","Yukon",91332
"2022-06","Yukon",97515
"2022-07","Yukon",92718
"2022-08","Yukon",92845
"2022-09","Yukon",89043
"2022-10","Yukon",90847
"2022-11","Yukon",90625
"2022-12","Yukon",89672
"2023-01","Yukon",96548
"2023-02","Yukon",94197
"2023-03","Yukon",92233
"2023-04","Yukon",94491
"2023-05","Yukon",96369
"2023-06","Yukon",98876
"2023-07","Yukon",106350
"2023-08","Yukon",104118
"2023-09","Yukon",97510
"2023-10","Yukon",94851
"2023-11","Yukon",NA
"2022-01","Yukon",86483
"2022-02","Yukon",86471
"2022-03","Yukon",88760
"2022-04","Yukon",88900
"2022-05","Yukon",91332
"2022-06","Yukon",97515
"2022-07","Yukon",92718
"2022-08","Yukon",92845
"2022-09","Yukon",89043
"2022-10","Yukon",90847
"2022-11","Yukon",90625
"2022-12","Yukon",89672
"2023-01","Yukon",96548
"2023-02","Yukon",94197
"2023-03","Yukon",92233
"2023-04","Yukon",94491
"2023-05","Yukon",96369
"2023-06","Yukon",98876
"2023-07","Yukon",106379
"2023-08","Yukon",104195
"2023-09","Yukon",96394
"2023-10","Yukon",NA
"2023-11","Yukon",NA
"2022-01","Yukon",86483
"2022-02","Yukon",86471
"2022-03","Yukon",88760
"2022-04","Yukon",88900
"2022-05","Yukon",91332
"2022-06","Yukon",97515
"2022-07","Yukon",92718
"2022-08","Yukon",92845
"2022-09","Yukon",89043
"2022-10","Yukon",90847
"2022-11","Yukon",90625
"2022-12","Yukon",89672
"2023-01","Yukon",96548
"2023-02","Yukon",94197
"2023-03","Yukon",92233
"2023-04","Yukon",94491
"2023-05","Yukon",96369
"2023-06","Yukon",99938
"2023-07","Yukon",107040
"2023-08","Yukon",105348
"2023-09","Yukon",NA
"2023-10","Yukon",NA
"2023-11","Yukon",NA
"2022-01","Yukon",86483
"2022-02","Yukon",86471
"2022-03","Yukon",88760
"2022-04","Yukon",88900
"2022-05","Yukon",91332
"2022-06","Yukon",97515
"2022-07","Yukon",92718
"2022-08","Yukon",92845
"2022-09","Yukon",89043
"2022-10","Yukon",90847
"2022-11","Yukon",90625
"2022-12","Yukon",89672
"2023-01","Yukon",96548
"2023-02","Yukon",94197
"2023-03","Yukon",92233
"2023-04","Yukon",94491
"2023-05","Yukon",96151
"2023-06","Yukon",99574
"2023-07","Yukon",107275
"2023-08","Yukon",NA
"2023-09","Yukon",NA
"2023-10","Yukon",NA
"2023-11","Yukon",NA
"2022-01","Northwest Territories",74289
"2022-02","Northwest Territories",72514
"2022-03","Northwest Territories",75095
"2022-04","Northwest Territories",76390
"2022-05","Northwest Territories",79560
"2022-06","Northwest Territories",79997
"2022-07","Northwest Territories",75487
"2022-08","Northwest Territories",75755
"2022-09","Northwest Territories",78038
"2022-10","Northwest Territories",78987
"2022-11","Northwest Territories",75116
"2022-12","Northwest Territories",75236
"2023-01","Northwest Territories",78968
"2023-02","Northwest Territories",78786
"2023-03","Northwest Territories",75055
"2023-04","Northwest Territories",76584
"2023-05","Northwest Territories",79108
"2023-06","Northwest Territories",75006
"2023-07","Northwest Territories",77513
"2023-08","Northwest Territories",58124
"2023-09","Northwest Territories",66535
"2023-10","Northwest Territories",84999
"2023-11","Northwest Territories",83091
"2022-01","Northwest Territories",74289
"2022-02","Northwest Territories",72514
"2022-03","Northwest Territories",75095
"2022-04","Northwest Territories",76390
"2022-05","Northwest Territories",79560
"2022-06","Northwest Territories",79997
"2022-07","Northwest Territories",75487
"2022-08","Northwest Territories",75755
"2022-09","Northwest Territories",78038
"2022-10","Northwest Territories",78987
"2022-11","Northwest Territories",75116
"2022-12","Northwest Territories",75236
"2023-01","Northwest Territories",78968
"2023-02","Northwest Territories",78786
"2023-03","Northwest Territories",75055
"2023-04","Northwest Territories",76584
"2023-05","Northwest Territories",79108
"2023-06","Northwest Territories",75006
"2023-07","Northwest Territories",77513
"2023-08","Northwest Territories",58000
"2023-09","Northwest Territories",66618
"2023-10","Northwest Territories",81708
"2023-11","Northwest Territories",NA
"2022-01","Northwest Territories",74289
"2022-02","Northwest Territories",72514
"2022-03","Northwest Territories",75095
"2022-04","Northwest Territories",76390
"2022-05","Northwest Territories",79560
"2022-06","Northwest Territories",79997
"2022-07","Northwest Territories",75487
"2022-08","Northwest Territories",75755
"2022-09","Northwest Territories",78038
"2022-10","Northwest Territories",78987
"2022-11","Northwest Territories",75116
"2022-12","Northwest Territories",75236
"2023-01","Northwest Territories",78968
"2023-02","Northwest Territories",78786
"2023-03","Northwest Territories",75055
"2023-04","Northwest Territories",76584
"2023-05","Northwest Territories",79108
"2023-06","Northwest Territories",75006
"2023-07","Northwest Territories",76526
"2023-08","Northwest Territories",58027
"2023-09","Northwest Territories",73453
"2023-10","Northwest Territories",NA
"2023-11","Northwest Territories",NA
"2022-01","Northwest Territories",74289
"2022-02","Northwest Territories",72514
"2022-03","Northwest Territories",75095
"2022-04","Northwest Territories",76390
"2022-05","Northwest Territories",79560
"2022-06","Northwest Territories",79997
"2022-07","Northwest Territories",75487
"2022-08","Northwest Territories",75755
"2022-09","Northwest Territories",78038
"2022-10","Northwest Territories",78987
"2022-11","Northwest Territories",75116
"2022-12","Northwest Territories",75236
"2023-01","Northwest Territories",78968
"2023-02","Northwest Territories",78786
"2023-03","Northwest Territories",75055
"2023-04","Northwest Territories",76584
"2023-05","Northwest Territories",79108
"2023-06","Northwest Territories",75563
"2023-07","Northwest Territories",77145
"2023-08","Northwest Territories",60095
"2023-09","Northwest Territories",NA
"2023-10","Northwest Territories",NA
"2023-11","Northwest Territories",NA
"2022-01","Northwest Territories",74289
"2022-02","Northwest Territories",72514
"2022-03","Northwest Territories",75095
"2022-04","Northwest Territories",76390
"2022-05","Northwest Territories",79560
"2022-06","Northwest Territories",79997
"2022-07","Northwest Territories",75487
"2022-08","Northwest Territories",75755
"2022-09","Northwest Territories",78038
"2022-10","Northwest Territories",78987
"2022-11","Northwest Territories",75116
"2022-12","Northwest Territories",75236
"2023-01","Northwest Territories",78968
"2023-02","Northwest Territories",78786
"2023-03","Northwest Territories",75055
"2023-04","Northwest Territories",76584
"2023-05","Northwest Territories",79362
"2023-06","Northwest Territories",75969
"2023-07","Northwest Territories",79419
"2023-08","Northwest Territories",NA
"2023-09","Northwest Territories",NA
"2023-10","Northwest Territories",NA
"2023-11","Northwest Territories",NA
"2022-01","Nunavut",50130
"2022-02","Nunavut",48275
"2022-03","Nunavut",46914
"2022-04","Nunavut",48635
"2022-05","Nunavut",47230
"2022-06","Nunavut",47139
"2022-07","Nunavut",47341
"2022-08","Nunavut",48163
"2022-09","Nunavut",48576
"2022-10","Nunavut",50578
"2022-11","Nunavut",50626
"2022-12","Nunavut",49783
"2023-01","Nunavut",49857
"2023-02","Nunavut",51259
"2023-03","Nunavut",49949
"2023-04","Nunavut",50247
"2023-05","Nunavut",49915
"2023-06","Nunavut",49320
"2023-07","Nunavut",50750
"2023-08","Nunavut",51688
"2023-09","Nunavut",54318
"2023-10","Nunavut",54339
"2023-11","Nunavut",49782
"2022-01","Nunavut",50130
"2022-02","Nunavut",48275
"2022-03","Nunavut",46914
"2022-04","Nunavut",48635
"2022-05","Nunavut",47230
"2022-06","Nunavut",47139
"2022-07","Nunavut",47341
"2022-08","Nunavut",48163
"2022-09","Nunavut",48576
"2022-10","Nunavut",50578
"2022-11","Nunavut",50626
"2022-12","Nunavut",49783
"2023-01","Nunavut",49857
"2023-02","Nunavut",51259
"2023-03","Nunavut",49949
"2023-04","Nunavut",50247
"2023-05","Nunavut",49915
"2023-06","Nunavut",49320
"2023-07","Nunavut",50750
"2023-08","Nunavut",52026
"2023-09","Nunavut",54551
"2023-10","Nunavut",55050
"2023-11","Nunavut",NA
"2022-01","Nunavut",50130
"2022-02","Nunavut",48275
"2022-03","Nunavut",46914
"2022-04","Nunavut",48635
"2022-05","Nunavut",47230
"2022-06","Nunavut",47139
"2022-07","Nunavut",47341
"2022-08","Nunavut",48163
"2022-09","Nunavut",48576
"2022-10","Nunavut",50578
"2022-11","Nunavut",50626
"2022-12","Nunavut",49783
"2023-01","Nunavut",49857
"2023-02","Nunavut",51259
"2023-03","Nunavut",49949
"2023-04","Nunavut",50247
"2023-05","Nunavut",49915
"2023-06","Nunavut",49320
"2023-07","Nunavut",50517
"2023-08","Nunavut",51743
"2023-09","Nunavut",54628
"2023-10","Nunavut",NA
"2023-11","Nunavut",NA
"2022-01","Nunavut",50130
"2022-02","Nunavut",48275
"2022-03","Nunavut",46914
"2022-04","Nunavut",48635
"2022-05","Nunavut",47230
"2022-06","Nunavut",47139
"2022-07","Nunavut",47341
"2022-08","Nunavut",48163
"2022-09","Nunavut",48576
"2022-10","Nunavut",50578
"2022-11","Nunavut",50626
"2022-12","Nunavut",49783
"2023-01","Nunavut",49857
"2023-02","Nunavut",51259
"2023-03","Nunavut",49949
"2023-04","Nunavut",50247
"2023-05","Nunavut",49915
"2023-06","Nunavut",49132
"2023-07","Nunavut",50248
"2023-08","Nunavut",51140
"2023-09","Nunavut",NA
"2023-10","Nunavut",NA
"2023-11","Nunavut",NA
"2022-01","Nunavut",50130
"2022-02","Nunavut",48275
"2022-03","Nunavut",46914
"2022-04","Nunavut",48635
"2022-05","Nunavut",47230
"2022-06","Nunavut",47139
"2022-07","Nunavut",47341
"2022-08","Nunavut",48163
"2022-09","Nunavut",48576
"2022-10","Nunavut",50578
"2022-11","Nunavut",50626
"2022-12","Nunavut",49783
"2023-01","Nunavut",49857
"2023-02","Nunavut",51259
"2023-03","Nunavut",49949
"2023-04","Nunavut",50247
"2023-05","Nunavut",49841
"2023-06","Nunavut",49046
"2023-07","Nunavut",50491
"2023-08","Nunavut",NA
"2023-09","Nunavut",NA
"2023-10","Nunavut",NA
"2023-11","Nunavut",NA
