"REF_DATE","GEO","DGUID","Supply and disposition","Products","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-03","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-05","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-06","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-08","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-09","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-11","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-12","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-02","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-03","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-05","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-06","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-08","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-09","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-10","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2023-11","Newfoundland and Labrador","2016A000210","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227576","2.4.15.1","0","","","","0"
"2022-01","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-02","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-03","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-04","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-05","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-06","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-07","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-08","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-09","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-10","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-11","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-12","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-01","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-02","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-03","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-04","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-05","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-06","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-07","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-08","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-09","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-10","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2023-11","Prince Edward Island","2016A000211","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227688","3.4.15.1","0","","","","0"
"2022-01","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","0","","","","0"
"2022-02","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","0","","","","0"
"2022-03","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","0","","","","0"
"2022-04","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","0","","","","0"
"2022-05","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","0","","","","0"
"2022-06","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","48512","","","","0"
"2022-07","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","47325","","","","0"
"2022-08","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","85637","","","","0"
"2022-09","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","39833","","","","0"
"2022-10","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","44254","","","","0"
"2022-11","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","41899","","","","0"
"2022-12","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","41951","","","","0"
"2023-01","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","82612","","","","0"
"2023-02","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","42876","","","","0"
"2023-03","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","41303","","","","0"
"2023-04","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","42954","","","","0"
"2023-05","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","84125","","","","0"
"2023-06","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","42740","","","","0"
"2023-07","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","90180","","","","0"
"2023-08","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","84396","","","","0"
"2023-09","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","43053","","","","0"
"2023-10","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","38011","","","","0"
"2023-11","Nova Scotia","2016A000212","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227802","4.4.15.1","87596","","","","0"
"2022-01","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","0","","","","0"
"2022-02","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","49423","","","","0"
"2022-03","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","2","","","","0"
"2022-04","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","6","","","","0"
"2022-05","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","22515","","","","0"
"2022-06","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","31845","","","","0"
"2022-07","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","3","","","","0"
"2022-08","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","2","","","","0"
"2022-09","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","73375","","","","0"
"2022-10","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","58174","","","","0"
"2022-11","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","20209","","","","0"
"2022-12","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","0","","","","0"
"2023-01","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","0","","","","0"
"2023-02","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","28541","","","","0"
"2023-03","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","20515","","","","0"
"2023-04","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","41343","","","","0"
"2023-05","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","23929","","","","0"
"2023-06","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","47231","","","","0"
"2023-07","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","0","","","","0"
"2023-08","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","76080","","","","0"
"2023-09","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","56175","","","","0"
"2023-10","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","20628","","","","0"
"2023-11","New Brunswick","2016A000213","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251227914","5.4.15.1","23968","","","","0"
"2022-01","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","78509","","","","0"
"2022-02","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","61834","","","","0"
"2022-03","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","166653","","","","0"
"2022-04","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","356699","","","","0"
"2022-05","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","206507","","","","0"
"2022-06","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","399461","","","","0"
"2022-07","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","225006","","","","0"
"2022-08","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","245448","","","","0"
"2022-09","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","174487","","","","0"
"2022-10","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","154725","","","","0"
"2022-11","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","212081","","","","0"
"2022-12","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","154913","","","","0"
"2023-01","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","112713","","","","0"
"2023-02","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","109866","","","","0"
"2023-03","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","203254","","","","0"
"2023-04","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","129670","","","","0"
"2023-05","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","199772","","","","0"
"2023-06","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","350739","","","","0"
"2023-07","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","332219","","","","0"
"2023-08","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","317096","","","","0"
"2023-09","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","230943","","","","0"
"2023-10","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","178406","","","","0"
"2023-11","Quebec","2016A000224","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228030","6.4.15.1","191328","","","","0"
"2022-01","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","359","","","","0"
"2022-02","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","1976","","","","0"
"2022-03","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","6840","","","","0"
"2022-04","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","49982","","","","0"
"2022-05","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","63744","","","","0"
"2022-06","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","48265","","","","0"
"2022-07","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","49543","","","","0"
"2022-08","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","32406","","","","0"
"2022-09","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","2862","","","","0"
"2022-10","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","2252","","","","0"
"2022-11","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","3970","","","","0"
"2022-12","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","6380","","","","0"
"2023-01","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","11774","","","","0"
"2023-02","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","12848","","","","0"
"2023-03","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","2047","","","","0"
"2023-04","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","27085","","","","0"
"2023-05","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","8730","","","","0"
"2023-06","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","39995","","","","0"
"2023-07","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","17918","","","","0"
"2023-08","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","63407","","","","0"
"2023-09","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","11613","","","","0"
"2023-10","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","14210","","","","0"
"2023-11","Ontario","2016A000235","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228150","7.4.15.1","10423","","","","0"
"2022-01","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","0","","","","0"
"2022-02","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","0","","","","0"
"2022-03","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","113","","","","0"
"2022-04","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","114","","","","0"
"2022-05","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","0","","","","0"
"2022-06","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","0","","","","0"
"2022-07","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","3","","","","0"
"2022-08","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","0","","","","0"
"2022-09","Manitoba","2016A000246","Imports, supply","Motor gasoline blending components","Cubic metres","Cubic metres","72","units","0","v1251228270","8.4.15.1","0","","","","0"
